"filename", "language", "TypeScript", "Vue", "Markdown", "MS SQL", "comment", "blank", "total"
"/Users/peaker/dev/kitchen-app/backoffice/src/views/accounts/components/list/PaymentConfirmationDialog.vue", "Vue", 0, 10, 0, 0, 0, 2, 12
"/Users/peaker/dev/kitchen-app/backoffice/src/views/backoffice/sales/ShiftHistoryView.vue", "Vue", 0, 302, 0, 0, 12, 39, 353
"/Users/peaker/dev/kitchen-app/backoffice/src/views/debug/SupabaseTestView.vue", "Vue", 0, 294, 0, 0, 6, 36, 336
"/Users/peaker/dev/kitchen-app/backoffice/src/views/debug/SyncMonitorView.vue", "Vue", 0, 834, 0, 0, 23, 77, 934
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/KitchenMainView.vue", "Vue", 0, 188, 0, 0, 9, 34, 231
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/components/KitchenNavigationMenu.vue", "Vue", 0, 194, 0, 0, 1, 37, 232
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/components/KitchenSidebar.vue", "Vue", 0, 145, 0, 0, 5, 30, 180
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/orders/OrdersScreen.vue", "Vue", 0, 307, 0, 0, 7, 52, 366
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/orders/components/DishCard.vue", "Vue", 0, 328, 0, 0, 6, 56, 390
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/orders/components/NewOrderNotification.vue", "Vue", 0, 169, 0, 0, 1, 28, 198
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/orders/components/OrderCard.vue", "Vue", 0, 205, 0, 0, 4, 43, 252
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/orders/components/StatusButton.vue", "Vue", 0, 92, 0, 0, 1, 21, 114
"/Users/peaker/dev/kitchen-app/backoffice/src/views/kitchen/preparation/PreparationScreen.vue", "Vue", 0, 96, 0, 0, 7, 15, 118
"/Users/peaker/dev/kitchen-app/backoffice/src/views/menu/MenuView.vue", "Vue", 0, 22, 0, 0, 1, 2, 25
"/Users/peaker/dev/kitchen-app/backoffice/src/views/menu/components/DishTypeSelectionDialog.vue", "Vue", 0, 102, 0, 0, 3, 16, 121
"/Users/peaker/dev/kitchen-app/backoffice/src/views/menu/components/MenuItemDialog.vue", "Vue", 0, 180, 0, 0, 6, 12, 198
"/Users/peaker/dev/kitchen-app/backoffice/src/views/menu/components/MenuItemVariant.vue", "Vue", 0, 2, 0, 0, 1, 2, 5
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/PosMainView.vue", "Vue", 0, 7, 0, 0, 0, 0, 7
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/menu/MenuSection.vue", "Vue", 0, 49, 0, 0, 1, 8, 58
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/menu/components/CategoryCard.vue", "Vue", 0, -2, 0, 0, 0, 0, -2
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/menu/dialogs/CustomizationDialog.vue", "Vue", 0, 398, 0, 0, 12, 62, 472
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/ShiftManagementView.vue", "Vue", 0, 208, 0, 0, 11, 34, 253
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/components/PendingSupplierPaymentsList.vue", "Vue", 0, 93, 0, 0, 1, 12, 106
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/components/ShiftExpensesList.vue", "Vue", 0, 103, 0, 0, 4, 14, 121
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/components/ShiftTransfersList.vue", "Vue", 0, 71, 0, 0, 1, 13, 85
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/EndShiftDialog.vue", "Vue", 0, 75, 0, 0, 0, 9, 84
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/ExpenseOperationDialog.vue", "Vue", 0, 257, 0, 0, 11, 32, 300
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/StartShiftDialog.vue", "Vue", 0, 68, 0, 0, 2, 10, 80
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/SupplierPaymentConfirmDialog.vue", "Vue", 0, 351, 0, 0, 10, 53, 414
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/tables/TablesSidebar.vue", "Vue", 0, -10, 0, 0, 0, -1, -11
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/ModifiersEditorWidget.vue", "Vue", 0, 337, 0, 0, 12, 28, 377
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/RecipeComponentsEditorWidget.vue", "Vue", 0, 2, 0, 0, 0, 9, 11
"Total", "-", 5468, 5772, 4399, 364, 1434, 3298, 20735
