"filename", "language", "TypeScript", "XML", "Vue", "SCSS", "MS SQL", "Markdown", "JSON", "Python", "comment", "blank", "total"
"/Users/peaker/dev/kitchen-app/backoffice/src/scripts/seedProductionUsers.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 8, 19, 173
"/Users/peaker/dev/kitchen-app/backoffice/src/scripts/supabaseClient.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 7, 10, 51
"/Users/peaker/dev/kitchen-app/backoffice/src/services/session.service.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 2, 21, 119
"/Users/peaker/dev/kitchen-app/backoffice/src/services/tax.service.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 5, 14, 65
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/README.md", "Markdown", 0, 0, 0, 0, 0, 273, 0, 0, 0, 95, 368
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/accountConfig.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 0, 0, 91, 24, 241
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/accountSupabaseService.ts", "TypeScript", 558, 0, 0, 0, 0, 0, 0, 0, 86, 104, 748
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/composables/useAccountTransactions.ts", "TypeScript", 251, 0, 0, 0, 0, 0, 0, 0, 41, 63, 355
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/constants.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 33, 16, 124
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/index.ts", "TypeScript", 47, 0, 0, 0, 0, 0, 0, 0, 13, 9, 69
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/service.ts", "TypeScript", 368, 0, 0, 0, 0, 0, 0, 0, 32, 67, 467
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/store.ts", "TypeScript", 936, 0, 0, 0, 0, 0, 0, 0, 145, 211, 1292
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/supabaseMappers.ts", "TypeScript", 178, 0, 0, 0, 0, 0, 0, 0, 65, 25, 268
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/types.ts", "TypeScript", 256, 0, 0, 0, 0, 0, 0, 0, 22, 41, 319
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/foodCostStore.ts", "TypeScript", 164, 0, 0, 0, 0, 0, 0, 0, 21, 36, 221
