"filename", "language", "TypeScript", "Vue", "MS SQL", "SCSS", "Markdown", "Python", "JSON", "comment", "blank", "total"
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/payment/PaymentDialog.vue", "Vue", 0, 124, 0, 0, 0, 0, 0, 4, 20, 148
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/payment/widgets/PaymentItemsList.vue", "Vue", 0, 58, 0, 0, 0, 0, 0, 2, 10, 70
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/ShiftManagementView.vue", "Vue", 0, 45, 0, 0, 0, 0, 0, 0, 5, 50
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/components/PendingSupplierPaymentsList.vue", "Vue", 0, 51, 0, 0, 0, 0, 0, 4, 5, 60
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/components/ShiftExpensesList.vue", "Vue", 0, 39, 0, 0, 0, 0, 0, 2, 4, 45
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/EndShiftDialog.vue", "Vue", 0, 67, 0, 0, 0, 0, 0, 1, 10, 78
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/shifts/dialogs/StartShiftDialog.vue", "Vue", 0, 33, 0, 0, 0, 0, 0, 0, 2, 35
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/tables/TableItem.vue", "Vue", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/tables/TablesSidebar.vue", "Vue", 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/peaker/dev/kitchen-app/backoffice/src/views/pos/tables/components/SidebarItem.vue", "Vue", 0, 23, 0, 0, 0, 0, 0, 0, 7, 30
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/ProductCard.vue", "Vue", 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/ProductDetailsDialog.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/ProductDialog.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/ProductsFilters.vue", "Vue", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/ProductsList.vue", "Vue", 0, -9, 0, 0, 0, 0, 0, 0, 1, -8
"/Users/peaker/dev/kitchen-app/backoffice/src/views/products/components/UsageTrackingWidget.vue", "Vue", 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/RecipesView.vue", "Vue", 0, 40, 0, 0, 0, 0, 0, 0, 8, 48
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/RecipeFilters.vue", "Vue", 0, 45, 0, 0, 0, 0, 0, 1, 6, 52
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/UnifiedRecipeDialog.vue", "Vue", 0, 20, 0, 0, 0, 0, 0, 0, 3, 23
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/UnifiedRecipeItem.vue", "Vue", 0, 20, 0, 0, 0, 0, 0, 1, 4, 25
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/ItemInfoWidget.vue", "Vue", 0, 12, 0, 0, 0, 0, 0, 1, 2, 15
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/ModifiersEditorWidget.vue", "Vue", 0, 274, 0, 0, 0, 0, 0, 5, 26, 305
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/RecipeBasicInfoWidget.vue", "Vue", 0, 52, 0, 0, 0, 0, 0, 2, 4, 58
"/Users/peaker/dev/kitchen-app/backoffice/src/views/recipes/components/widgets/RecipeCostPreviewWidget.vue", "Vue", 0, 142, 0, 0, 0, 0, 0, 1, 20, 163
"/Users/peaker/dev/kitchen-app/backoffice/src/views/storage/StorageView.vue", "Vue", 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"/Users/peaker/dev/kitchen-app/backoffice/src/views/storage/components/InventoryDialog.vue", "Vue", 0, -1, 0, 0, 0, 0, 0, 0, 0, -1
"/Users/peaker/dev/kitchen-app/backoffice/src/views/storage/components/ItemDetailsDialog.vue", "Vue", 0, 166, 0, 0, 0, 0, 0, 0, 10, 176
"/Users/peaker/dev/kitchen-app/backoffice/src/views/storage/components/StorageStockTable.vue", "Vue", 0, 0, 0, 0, 0, 0, 0, 0, -2, -2
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/orders/basket/RecommendationCard.vue", "Vue", 0, 284, 0, 0, 0, 0, 0, 8, 46, 338
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/orders/basket/RecommendationsWidget.vue", "Vue", 0, 338, 0, 0, 0, 0, 0, 8, 46, 392
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/procurement/AddItemDialog.vue", "Vue", 0, 16, 0, 0, 0, 0, 0, 1, 4, 21
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/procurement/ItemSearchWidget.vue", "Vue", 0, 382, 0, 0, 0, 0, 0, 14, 54, 450
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/shared/BaseOrderAssistant.vue", "Vue", 0, 18, 0, 0, 0, 0, 0, 1, 2, 21
"/Users/peaker/dev/kitchen-app/backoffice/src/views/supplier_2/components/shared/ManualItemForm.vue", "Vue", 0, 27, 0, 0, 0, 0, 0, 1, 3, 31
"/Users/peaker/dev/kitchen-app/backoffice/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, -1, -1, -2
"Total", "-", 7121, 7338, 14148, 1, -16134, 178, 165, 5306, -1012, 17111
