"filename", "language", "TypeScript", "Vue", "MS SQL", "Markdown", "comment", "blank", "total"
"/Users/peaker/dev/kitchen-app/backoffice/src/About/docs/recipe/architecture.md", "Markdown", 0, 0, 0, 877, 0, 281, 1158
"/Users/peaker/dev/kitchen-app/backoffice/src/About/docs/sale/write-off/DECOMPOSITION_ARCHITECTURE.md", "Markdown", 0, 0, 0, 320, 0, 98, 418
"/Users/peaker/dev/kitchen-app/backoffice/src/About/docs/sale/write-off/SALE_FLOW.md", "Markdown", 0, 0, 0, 277, 0, 63, 340
"/Users/peaker/dev/kitchen-app/backoffice/src/components/navigation/NavigationAccounts.vue", "Vue", 0, 6, 0, 0, 1, 2, 9
"/Users/peaker/dev/kitchen-app/backoffice/src/components/navigation/NavigationMenu.vue", "Vue", 0, 11, 0, 0, 3, 1, 15
"/Users/peaker/dev/kitchen-app/backoffice/src/core/decomposition/DecompositionEngine.ts", "TypeScript", 19, 0, 0, 0, 3, 2, 24
"/Users/peaker/dev/kitchen-app/backoffice/src/core/decomposition/adapters/CostAdapter.ts", "TypeScript", 15, 0, 0, 0, 3, 4, 22
"/Users/peaker/dev/kitchen-app/backoffice/src/core/decomposition/types.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 5
"/Users/peaker/dev/kitchen-app/backoffice/src/core/decomposition/utils/batchAllocationUtils.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 4
"/Users/peaker/dev/kitchen-app/backoffice/src/core/initialization/ProductionInitializationStrategy.ts", "TypeScript", 27, 0, 0, 0, 4, 6, 37
"/Users/peaker/dev/kitchen-app/backoffice/src/core/sync/adapters/ShiftSyncAdapter.ts", "TypeScript", 72, 0, 0, 0, 7, 6, 85
"/Users/peaker/dev/kitchen-app/backoffice/src/core/sync/helpers/taxCalculationHelper.ts", "TypeScript", 33, 0, 0, 0, 25, 8, 66
"/Users/peaker/dev/kitchen-app/backoffice/src/router/index.ts", "TypeScript", 19, 0, 0, 0, 1, 0, 20
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/accountSupabaseService.ts", "TypeScript", 13, 0, 0, 0, 2, 1, 16
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/categoryService.ts", "TypeScript", 202, 0, 0, 0, 50, 37, 289
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/constants.ts", "TypeScript", -25, 0, 0, 0, 4, 1, -20
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/index.ts", "TypeScript", 3, 0, 0, 0, 1, 1, 5
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/store.ts", "TypeScript", 170, 0, 0, 0, 41, 28, 239
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/account/types.ts", "TypeScript", 10, 0, 0, 0, 10, 3, 23
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/plReportStore.ts", "TypeScript", -5, 0, 0, 0, 0, 2, -3
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/analytics/types.ts", "TypeScript", -13, 0, 0, 0, -1, -1, -15
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/auth/authStore.ts", "TypeScript", 4, 0, 0, 0, 1, 2, 7
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/composables/useCounteragentBalance.ts", "TypeScript", 1, 0, 0, 0, 7, 1, 9
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/integrations/automatedPayments.ts", "TypeScript", 16, 0, 0, 0, 8, 4, 28
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/counteragents/types.ts", "TypeScript", 9, 0, 0, 0, 3, 0, 12
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/core/posSystem.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 1
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/index.ts", "TypeScript", 3, 0, 0, 0, 2, 1, 6
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/receipts/composables/usePosReceipt.ts", "TypeScript", 670, 0, 0, 0, 170, 124, 964
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/receipts/index.ts", "TypeScript", 8, 0, 0, 0, 5, 4, 17
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/receipts/services.ts", "TypeScript", 210, 0, 0, 0, 40, 30, 280
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/receipts/types.ts", "TypeScript", 162, 0, 0, 0, 68, 35, 265
"/Users/peaker/dev/kitchen-app/backoffice/src/stores/pos/shifts/composables/useExpenseLinking.ts", "TypeScript", 264, 0, 0, 0, 44, 50, 358
